TransactionID,Date,AccountHolder,TransactionCode,TransactionDescription,Amount,SourceSortCode,SourceAccountNumber,DestinationSortCode,DestinationAccountNumber,Beneficiary,IBAN,SWIFT,SuspicionType,SuspicionNotes
SUS004672,2023-08-20,Claire Hall,CHQ,Cheque,21547.06,95-93-78,10413060,43-71-40,35894020,Kyle Harding,,,Cheque Fraud,High-value cheque with unusual beneficiary
SUS004673,2023-03-20,Rebecca Wade,SEPA,SEPA Credit Transfer,11719.94,34-41-99,31439353,19-28-32,37462174,Mrs Hilary Hughes,DE62300471372444359435,HNZUGBE4LPT,Money Laundering,Large international transactions with no clear source
SUS004674,2024-11-24,Lauren Bond,CHQ,Cheque,16741.07,89-56-32,44792973,69-55-13,20174038,Natalie Pollard-Wilson,,,Cheque Fraud,High-value cheque with unusual beneficiary
SUS004675,2023-08-28,Jordan Singh,TFR,Transfer,3170.76,63-20-63,65989285,81-90-53,22472424,Ms Linda Lowe,,,SME Bust-Out,Rapid overdraft build-up then closure
SUS004676,2024-02-03,Steven Day,POS,Point of Sale,959.7,10-90-28,70081664,46-29-37,41664841,Steven Bailey,,,Structuring,Many small deposits just below reporting threshold
SUS004677,2025-04-15,Lynn White,MT103,SWIFT Credit Transfer,6668.12,36-37-99,90602274,27-31-29,97206731,Jacqueline Lewis,DE25446880823422574349,INDJGBZ08NZ,Layering,Rapid transfers between accounts with similar names or small amounts
SUS004678,2023-09-15,Natalie Harding-Jenkins,TFR,Transfer,4767.14,69-70-47,20995561,38-10-20,86280018,Alison Whitehead-Collins,,,Layering,Rapid transfers between accounts with similar names or small amounts
SUS004679,2023-10-26,Moore-Roberts,TFR,Transfer,4291.74,86-74-10,16775245,49-34-14,70799625,Nathan Anderson,,,Account Takeover,Multiple transactions from different IPs/devices
SUS004680,2024-04-14,Grant Inc,FPO,Faster Payment Outgoing,15267.12,81-29-82,16683650,74-10-19,47927582,"Bishop, Martin and Williams",,,APP Fraud,High-value Faster Payments to new beneficiaries
SUS004681,2024-01-29,James Pope,CHQ,Cheque,480.66,59-92-70,65639608,44-73-20,70767269,Tracey Briggs,,,Account Takeover,Multiple transactions from different IPs/devices
SUS004682,2024-01-25,Miss Christine Lucas,FPO,Faster Payment Outgoing,3508.45,10-76-58,95022963,51-19-82,32376614,Wendy Willis-Begum,,,Round-Tripping,Funds sent back and forth between same entities
SUS004683,2024-01-29,Malcolm Akhtar-Bell,TFR,Transfer,19944.8,88-54-67,87480455,16-22-18,46228222,"Curtis, Douglas and Thomson",,,Money Laundering,Large international transactions with no clear source
SUS004684,2024-10-07,Edwards Ltd,TFR,Transfer,2969.04,58-64-29,90504397,80-48-76,43425550,Murphy-Perry,,,Layering,Rapid transfers between accounts with similar names or small amounts
SUS004685,2024-10-31,Bethany Barnes-Joyce,SEPA,SEPA Credit Transfer,4749.73,29-70-64,39637765,51-13-18,60112345,Mr Brandon Robertson,DE55784857245551038868,YBRPGBYHL3I,Layering,Rapid transfers between accounts with similar names or small amounts
SUS004686,2024-11-16,Steven Freeman,TFR,Transfer,4391.57,87-51-29,06788228,22-62-59,56542306,"Ball, Kirk and Jones",,,SME Bust-Out,Rapid overdraft build-up then closure
SUS004687,2023-08-18,Martyn Knight,ATM,ATM Transaction,416.04,68-75-73,33758309,92-42-97,52854091,Beth Harrison,,,ATM Card Fraud,High-frequency ATM withdrawals in different locations
SUS004688,2024-07-03,Joseph Willis-Moore,FPO,Faster Payment Outgoing,2415.97,63-32-17,02704446,27-37-97,30245029,Thomson-Smith,,,SME Bust-Out,Rapid overdraft build-up then closure
SUS004689,2023-06-22,Lorraine Lee,FPO,Faster Payment Outgoing,13283.02,43-13-21,32387708,14-90-38,69593426,Frank Jones,,,APP Fraud,High-value Faster Payments to new beneficiaries
SUS004690,2023-12-26,Guy Stanley,REF,Refund,119.12,15-95-80,42415232,41-89-54,26585388,Tom Owen,,,Account Takeover,Multiple transactions from different IPs/devices
SUS004691,2025-01-30,Max Lambert,REF,Refund,433.93,61-45-34,70615022,97-65-67,54148415,Carolyn Brown,,,SME Bust-Out,Rapid overdraft build-up then closure
SUS004692,2025-02-25,Mr Mohammad Adams,CHQ,Cheque,16226.4,14-33-52,67691263,69-87-46,15246937,Leanne Carter,,,Cheque Fraud,High-value cheque with unusual beneficiary
SUS004693,2024-03-17,"Greenwood, Power and McLean",ATM,ATM Transaction,152.36,54-57-38,17623547,81-52-74,00220680,Dr Rita Allen,,,ATM Card Fraud,High-frequency ATM withdrawals in different locations
SUS004694,2024-07-29,Rachel Murphy,ATM,ATM Transaction,396.46,20-85-70,87480559,25-84-48,50604384,Hayley Cole,,,ATM Card Fraud,High-frequency ATM withdrawals in different locations
SUS004695,2023-09-09,Karen Brown,FPO,Faster Payment Outgoing,16791.48,56-84-93,70253204,78-13-96,56934609,Lisa Powell,,,APP Fraud,High-value Faster Payments to new beneficiaries
SUS004696,2023-05-04,Hayley Parsons,CHQ,Cheque,2810.37,58-69-89,91324524,30-82-33,94601235,Ms Lydia Robinson,,,Account Takeover,Multiple transactions from different IPs/devices
SUS004697,2024-12-27,Janet Kelly,CHQ,Cheque,18609.23,30-38-10,85856085,23-53-34,28985637,Martyn Walsh,,,Cheque Fraud,High-value cheque with unusual beneficiary
SUS004698,2024-04-05,Julia Taylor,ATM,ATM Transaction,173.6,80-39-94,32174947,47-40-87,57734510,Jones LLC,,,ATM Card Fraud,High-frequency ATM withdrawals in different locations
SUS004699,2023-06-19,Yvonne Kay,ATM,ATM Transaction,160.94,13-63-21,47877552,75-79-14,72541074,Glen Dixon,,,Account Takeover,Multiple transactions from different IPs/devices
SUS004700,2023-08-13,Mrs Andrea Lewis,FPO,Faster Payment Outgoing,22637.99,30-12-70,70052925,96-84-85,44699772,Danielle Newton,,,APP Fraud,High-value Faster Payments to new beneficiaries
SUS004701,2023-02-14,Ms Alison Hobbs,FPO,Faster Payment Outgoing,11981.71,50-53-51,34172661,98-11-84,89229391,Callum Finch,,,APP Fraud,High-value Faster Payments to new beneficiaries
SUS004702,2025-01-04,Eleanor Morgan,REF,Refund,845.97,44-61-49,27902492,56-32-94,98166027,Robin O'Brien,,,Fake Refunds,Frequent large refunds without matching purchases
SUS004703,2023-05-26,Elizabeth Cooper-Flynn,REF,Refund,452.38,57-42-63,90943603,74-75-27,05491858,Mathew Simpson,,,Fake Refunds,Frequent large refunds without matching purchases
SUS004704,2025-02-03,Julian Ward,ATM,ATM Transaction,351.6,47-72-67,58039566,56-89-59,00979256,Norman Davies,,,ATM Card Fraud,High-frequency ATM withdrawals in different locations
SUS004705,2024-12-03,Mr Martin Cooper,ATM,ATM Transaction,130.67,63-98-42,11842563,82-27-72,96897337,Margaret French,,,ATM Card Fraud,High-frequency ATM withdrawals in different locations
SUS004706,2024-06-27,Bryan Hunt,MT103,SWIFT Credit Transfer,2785.89,59-48-71,44813825,40-35-58,96533684,Debra Davies,DE65211190351645611424,ZKEYGBS64KH,Layering,Rapid transfers between accounts with similar names or small amounts
SUS004707,2024-09-08,"Nash, McCarthy and Bates",ATM,ATM Transaction,270.89,92-82-34,88801464,48-58-29,62154135,James-McDonald,,,ATM Card Fraud,High-frequency ATM withdrawals in different locations
SUS004708,2023-08-01,Nigel Norris,CHQ,Cheque,24482.81,33-72-13,60049601,31-52-80,66542474,Marion Dean-Carroll,,,Cheque Fraud,High-value cheque with unusual beneficiary
SUS004709,2024-02-15,Dr Victoria Myers,CHQ,Cheque,18688.19,19-87-42,49974855,19-72-74,27205064,Patel-Lee,,,Cheque Fraud,High-value cheque with unusual beneficiary
SUS004710,2023-10-20,Benjamin Burns,CHQ,Cheque,20895.4,99-88-30,34464517,61-74-60,87525139,"Wade, Banks and Patel",,,Cheque Fraud,High-value cheque with unusual beneficiary
SUS004711,2024-03-30,Eleanor Cox,CSH,Cash transaction,962.47,98-50-13,29566967,91-90-23,07037211,Parkinson PLC,,,Structuring,Many small deposits just below reporting threshold
SUS004712,2024-10-02,Damien Smith-Evans,ATM,ATM Transaction,426.96,84-55-98,80656787,27-25-17,06558608,Mr Kenneth Stevens,,,Account Takeover,Multiple transactions from different IPs/devices
SUS004713,2023-06-12,"Farmer, Black and Webster",POS,Point of Sale,961.45,25-38-40,05027253,81-23-85,73985890,Thompson and Sons,,,Structuring,Many small deposits just below reporting threshold
SUS004714,2025-03-20,Gareth Morris,MT103,SWIFT Credit Transfer,22709.04,19-92-15,47818030,49-33-89,35984793,Power and Sons,DE67152478213626186261,ZMNVGBKUZNU,Money Laundering,Large international transactions with no clear source
SUS004715,2024-12-15,Mrs Lorraine Thomas,TFR,Transfer,23055.88,39-14-10,18136438,24-77-53,55681045,Oliver Russell-Wood,,,Money Laundering,Large international transactions with no clear source
SUS004716,2024-04-24,Callum Mann,TFR,Transfer,1032.52,19-22-33,42080027,15-26-49,66914864,Wilson-Moore,,,Layering,Rapid transfers between accounts with similar names or small amounts
SUS004717,2023-04-15,Dr Jack Cox,ATM,ATM Transaction,254.71,23-13-31,13184785,17-47-28,36388074,"Butler, Lucas and Porter",,,SME Bust-Out,Rapid overdraft build-up then closure
SUS004718,2025-02-13,Graham-Fuller,CHQ,Cheque,10285.05,72-87-42,17592029,15-62-72,73806510,Brian Dixon,,,Cheque Fraud,High-value cheque with unusual beneficiary
SUS004719,2025-04-02,Price-Potter,SEPA,SEPA Credit Transfer,19160.2,35-48-91,97703226,27-40-67,55565044,Rita Winter-Lee,DE52191171877885444858,OKHUGBEYXIH,Money Laundering,Large international transactions with no clear source
SUS004720,2023-10-12,Clayton-Akhtar,MT103,SWIFT Credit Transfer,9551.56,20-72-38,31612084,80-20-63,85404902,Charlotte Arnold,DE24234075375544587189,MERVGBMNNWC,Layering,Rapid transfers between accounts with similar names or small amounts
SUS004721,2024-06-27,"Mitchell, McCarthy and Parkinson",BGC,Bank Giro Credit,991.99,10-49-29,73657442,94-63-51,85270739,Humphreys and Sons,,,Structuring,Many small deposits just below reporting threshold
SUS004722,2024-03-20,Megan Murray,FPO,Faster Payment Outgoing,2044.1,18-85-16,85678923,42-86-85,63210899,Simpson-Jordan,,,SME Bust-Out,Rapid overdraft build-up then closure
SUS004723,2023-05-27,"Hanson, White and Patterson",SEPA,SEPA Credit Transfer,10316.13,26-63-32,57029180,89-73-59,86708394,"Wilson, Jackson and Brown",DE77664279799470405923,TZHHGBOQVL9,Money Laundering,Large international transactions with no clear source
SUS004724,2023-08-27,"Barrett, Martin and Jones",CHQ,Cheque,16706.89,28-69-86,59380008,45-21-88,97038252,"Bond, Smith and Lambert",,,Cheque Fraud,High-value cheque with unusual beneficiary
SUS004725,2023-08-05,Pritchard and Sons,MT103,SWIFT Credit Transfer,4024.29,46-62-88,43755263,44-13-29,31558750,Gordon Richardson-Armstrong,DE45309546046392096964,URAEGBYTBKD,Layering,Rapid transfers between accounts with similar names or small amounts
SUS004726,2025-02-28,Hannah Evans,TFR,Transfer,857.05,37-32-37,97511083,13-96-57,73210771,Mrs Molly Begum,,,Round-Tripping,Funds sent back and forth between same entities
SUS004727,2023-01-09,"Ali, Potter and Connolly",ATM,ATM Transaction,77.86,68-61-24,13229490,15-42-36,63309600,Jacqueline Williams-Tucker,,,ATM Card Fraud,High-frequency ATM withdrawals in different locations
SUS004728,2024-09-25,Dr Charles Hall,BGC,Bank Giro Credit,981.84,46-39-75,04035209,96-43-47,47422470,"Marsden, Jones and Hill",,,Structuring,Many small deposits just below reporting threshold
SUS004729,2024-12-06,Wright-Cooke,MT103,SWIFT Credit Transfer,24455.38,51-87-34,38895515,47-55-78,87087485,Garner-Harris,DE82753063407940237547,RAFEGB5KBJQ,Money Laundering,Large international transactions with no clear source
SUS004730,2024-04-23,"Douglas, Hunt and Marshall",MT103,SWIFT Credit Transfer,8604.06,36-89-92,20807747,27-63-35,22245553,Georgia Parsons-Hobbs,DE32525430067343824868,EGLJGBSHWHS,Layering,Rapid transfers between accounts with similar names or small amounts
SUS004731,2023-04-07,Savage PLC,MT103,SWIFT Credit Transfer,6453.62,33-17-33,79124385,26-21-92,32357946,Barry Russell,DE31236676405860250281,SJBBGBN58UG,Layering,Rapid transfers between accounts with similar names or small amounts
SUS004732,2023-09-23,Laura Douglas,ATM,ATM Transaction,160.4,39-83-48,06055552,80-68-77,98535576,Dr Justin Burrows,,,Round-Tripping,Funds sent back and forth between same entities
SUS004733,2024-01-26,Elliott Wallace,FPO,Faster Payment Outgoing,9654.91,96-68-25,89257949,46-72-64,12977364,Patterson-Evans,,,APP Fraud,High-value Faster Payments to new beneficiaries
SUS004734,2024-06-17,Harriet Dixon,POS,Point of Sale,980.03,50-82-37,69763803,17-38-38,29279096,Alan Kemp,,,Structuring,Many small deposits just below reporting threshold
SUS004735,2023-02-08,Smith-Dawson,SEPA,SEPA Credit Transfer,14886.99,96-90-15,67786359,52-74-94,57460010,Ms Carole Chapman,DE77475704865162564402,ZBRVGBQPMQR,Money Laundering,Large international transactions with no clear source
SUS004736,2023-09-15,Dr Julia Lowe,FPO,Faster Payment Outgoing,3051.01,64-58-60,55558861,78-65-34,76476968,Tyler-Cooper,,,Account Takeover,Multiple transactions from different IPs/devices
SUS004737,2023-07-29,Christopher Davies-Jenkins,MT103,SWIFT Credit Transfer,19005.33,53-67-19,74724821,39-36-22,22646926,Ryan Burns,DE63263743945428183410,YTJTGBRFQE3,Money Laundering,Large international transactions with no clear source
SUS004738,2023-06-09,Gerald Hill,CSH,Cash transaction,995.59,25-72-87,06762811,71-76-69,50033377,David Morris-Powell,,,Structuring,Many small deposits just below reporting threshold
SUS004739,2023-05-03,Danielle Roberts,REF,Refund,961.95,36-38-10,54636838,28-78-95,53682858,Mr Adrian Read,,,Account Takeover,Multiple transactions from different IPs/devices
SUS004740,2024-07-07,Jacqueline Parker,SEPA,SEPA Credit Transfer,4451.07,38-99-38,87196213,64-95-52,55377213,Brooks-Payne,DE27754873899412478171,CBDRGB1E6M0,Layering,Rapid transfers between accounts with similar names or small amounts
SUS004741,2025-04-05,Ms Janice Kelly,REF,Refund,411.8,62-46-12,90200928,92-38-28,48073791,"Price, Price and Jones",,,Fake Refunds,Frequent large refunds without matching purchases
SUS004742,2023-08-05,"Collins, Hope and Clarke",FPO,Faster Payment Outgoing,1235.45,57-67-72,87813523,55-24-92,11602669,Robertson-Bird,,,Round-Tripping,Funds sent back and forth between same entities
SUS004743,2025-01-04,"Slater, Ball and Wallace",REF,Refund,331.0,88-94-43,11455244,15-25-90,56719312,Miss Yvonne Cartwright,,,Fake Refunds,Frequent large refunds without matching purchases
SUS004744,2023-01-06,Dr Vanessa Davies,CHQ,Cheque,10831.88,21-82-83,22742493,16-59-51,79975597,"Brooks, Stevenson and French",,,Cheque Fraud,High-value cheque with unusual beneficiary
SUS004745,2024-10-02,Mr Sam Morley,REF,Refund,551.57,49-92-21,90422430,59-50-96,94394484,Dennis Gregory-Randall,,,SME Bust-Out,Rapid overdraft build-up then closure
SUS004746,2023-07-05,Pamela Begum,FPO,Faster Payment Outgoing,737.52,36-69-64,85837822,73-91-62,20397470,Mr Owen Davies,,,Round-Tripping,Funds sent back and forth between same entities
SUS004747,2024-11-17,Amanda Griffin,FPO,Faster Payment Outgoing,4237.59,14-78-47,09951210,38-11-66,36764029,Dr Graeme Ward,,,SME Bust-Out,Rapid overdraft build-up then closure
SUS004748,2023-06-02,Danny Dean,MT103,SWIFT Credit Transfer,18767.47,26-31-43,35821731,63-29-88,53457112,Kimberley Wilson,DE17396132087618778348,MFEGGBUOK2Y,Money Laundering,Large international transactions with no clear source
SUS004749,2024-06-07,Osborne-Barnett,BGC,Bank Giro Credit,990.44,46-48-84,45846717,91-65-33,23286943,Dr Phillip Stone,,,Structuring,Many small deposits just below reporting threshold
SUS004750,2024-04-18,Jennifer Barry,FPO,Faster Payment Outgoing,1277.08,58-50-36,77193969,38-67-95,53471159,Miss Sylvia Wilkins,,,Layering,Rapid transfers between accounts with similar names or small amounts
SUS004751,2023-03-02,Ben Heath,ATM,ATM Transaction,111.91,58-13-24,75659042,83-79-56,97070845,Alison Barrett,,,ATM Card Fraud,High-frequency ATM withdrawals in different locations
SUS004752,2024-10-06,Myers-Talbot,MT103,SWIFT Credit Transfer,3186.58,39-28-17,14662995,69-54-55,08424201,Bethany Baker-Smith,DE31560647883548042586,EKMRGB3RQG8,Layering,Rapid transfers between accounts with similar names or small amounts
SUS004753,2023-12-14,Rosemary Davies,REF,Refund,727.22,41-14-60,02625138,64-76-74,60062564,Gordon Davis,,,Fake Refunds,Frequent large refunds without matching purchases
SUS004754,2024-10-03,Darren Singh,CHQ,Cheque,12814.48,36-60-29,17471650,63-72-65,88075119,Nathan Houghton,,,Cheque Fraud,High-value cheque with unusual beneficiary
SUS004755,2024-03-09,Dr Hayley Blake,ATM,ATM Transaction,14.62,68-54-25,16892277,23-41-99,85583162,Scott Robinson,,,ATM Card Fraud,High-frequency ATM withdrawals in different locations
SUS004756,2023-07-20,Patrick Richardson-Moss,CHQ,Cheque,2690.6,62-24-42,26482142,31-42-51,61758946,Victor Webster,,,Account Takeover,Multiple transactions from different IPs/devices
SUS004757,2024-08-16,"White, Austin and Goodwin",FPO,Faster Payment Outgoing,20117.42,65-47-33,63574444,14-77-80,81210083,Anne Johnson,,,APP Fraud,High-value Faster Payments to new beneficiaries
SUS004758,2024-01-02,Miss Lynne Turner,CHQ,Cheque,12642.6,91-90-42,76388143,61-95-95,37299705,Mr Tom Lord,,,Cheque Fraud,High-value cheque with unusual beneficiary
SUS004759,2023-01-02,Jack Cooper,BGC,Bank Giro Credit,974.3,14-67-21,54014399,20-98-13,67134250,Thomson PLC,,,Structuring,Many small deposits just below reporting threshold
SUS004760,2024-01-23,Danny Perkins,ATM,ATM Transaction,321.33,12-35-56,11815439,66-15-19,58876406,"Russell, Dunn and Preston",,,Account Takeover,Multiple transactions from different IPs/devices
SUS004761,2025-03-26,"Jones, Knowles and Brown",CHQ,Cheque,4126.13,99-17-86,09759743,16-73-10,63678909,"Hunt, Hall and Green",,,Account Takeover,Multiple transactions from different IPs/devices
SUS004762,2023-03-19,Adrian Stevens,ATM,ATM Transaction,35.81,66-15-34,22213974,60-65-80,66062126,Watkins Inc,,,ATM Card Fraud,High-frequency ATM withdrawals in different locations
SUS004763,2025-02-02,Clifford Yates-Collins,ATM,ATM Transaction,103.69,48-51-80,77565505,12-58-14,63493502,"Webster, Sharp and Bishop",,,ATM Card Fraud,High-frequency ATM withdrawals in different locations
SUS004764,2025-02-01,Davies and Sons,TFR,Transfer,1292.39,76-81-97,38540856,93-78-29,87065556,Ms Katie Williams,,,SME Bust-Out,Rapid overdraft build-up then closure
SUS004765,2023-03-16,Carole Tyler,CHQ,Cheque,14743.14,85-27-32,78412470,85-33-15,76631674,"Hart, Simmons and Lewis",,,Cheque Fraud,High-value cheque with unusual beneficiary
SUS004766,2024-02-15,Mr Malcolm Thomas,SEPA,SEPA Credit Transfer,13541.99,85-47-15,81573989,55-31-66,13906488,Lynn Webster-Watts,DE64795245698437939497,HDYGGB1BJ25,Money Laundering,Large international transactions with no clear source
SUS004767,2023-06-21,Osborne-Smith,FPO,Faster Payment Outgoing,2121.14,47-93-51,65572754,35-98-27,34129342,Palmer PLC,,,Round-Tripping,Funds sent back and forth between same entities
SUS004768,2024-06-28,Dr Charles Bird,CSH,Cash transaction,957.79,54-52-55,87288773,60-25-94,07529933,Abdul Little,,,Structuring,Many small deposits just below reporting threshold
SUS004769,2023-02-18,Alan Smith-Patel,TFR,Transfer,2626.07,20-24-98,28915010,92-57-34,55313242,Jessica Smith,,,Account Takeover,Multiple transactions from different IPs/devices
